,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id,originalTitle,startYear,genres,averageRating,numVotes,Gross Profit
1699,455980,"['Comedy', 'Drama']",Tag,Tag,2018-05-30,13.522,67.0,1643,28000000.0,75100000.0,tt2854926,Tag,2018.0,Comedy,6.5,98408,47100000.0
1700,246655,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",X-Men: Apocalypse,X-Men: Apocalypse,2016-05-18,22.252,65.0,9102,178000000.0,543934787.0,tt3385516,X-Men: Apocalypse,2016.0,"Action,Adventure,Sci-Fi",6.9,374607,365934787.0
1702,401981,"['Mystery', 'Thriller']",Red Sparrow,Red Sparrow,2018-02-28,18.183,65.0,3925,69000000.0,147988192.0,tt2873282,Red Sparrow,2018.0,"Action,Drama,Thriller",6.6,151533,78988192.0
1703,68735,"['Action', 'Adventure', 'Fantasy']",Warcraft,Warcraft,2016-05-25,21.365,63.0,4522,160000000.0,433677183.0,tt0803096,Warcraft,2016.0,"Action,Adventure,Fantasy",6.8,233520,273677183.0
1704,353491,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",The Dark Tower,The Dark Tower,2017-08-03,18.253,56.0,3275,60000000.0,113231078.0,tt1648190,The Dark Tower,2017.0,"Action,Adventure,Fantasy",5.6,118419,53231078.0
1705,333484,"['Action', 'Adventure', 'Western']",The Magnificent Seven,The Magnificent Seven,2016-09-14,15.273,62.0,3950,90000000.0,162360636.0,tt2404435,The Magnificent Seven,2016.0,"Action,Adventure,Western",6.9,175644,72360636.0
1706,268896,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",Pacific Rim: Uprising,Pacific Rim: Uprising,2018-03-21,19.122,59.0,2682,150000000.0,290061297.0,tt2557478,Pacific Rim: Uprising,2018.0,"Action,Adventure,Sci-Fi",5.6,97864,140061297.0
1707,396371,"['Crime', 'Drama']",Molly's Game,Molly's Game,2017-12-25,14.85,71.0,2028,30000000.0,59284015.0,tt4209788,Molly's Game,2017.0,"Biography,Crime,Drama",7.4,118731,29284015.0
1708,400535,"['Action', 'Crime', 'Drama', 'Thriller']",Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018-06-27,21.006,67.0,1656,35000000.0,75836683.0,tt5052474,Sicario: Day of the Soldado,2018.0,"Action,Crime,Drama",7.1,110183,40836683.0
1709,273248,"['Crime', 'Drama', 'Mystery', 'Western']",The Hateful Eight,The Hateful Eight,2015-12-25,24.072,77.0,9218,44000000.0,155760117.0,tt3460252,The Hateful Eight,2015.0,"Crime,Drama,Mystery",7.8,477245,111760117.0
1710,359940,"['Crime', 'Drama']","Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017-11-10,15.623,82.0,6270,15000000.0,158526998.0,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017.0,"Comedy,Crime,Drama",8.2,384292,143526998.0
1711,427641,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Rampage,Rampage,2018-04-12,19.886,62.0,3745,120000000.0,426245950.0,tt2231461,Rampage,2018.0,"Action,Adventure,Sci-Fi",6.1,128365,306245950.0
1712,381283,"['Drama', 'Horror', 'Mystery']",mother!,mother!,2017-09-13,15.923,70.0,4080,30000000.0,44516999.0,tt5109784,Mother!,2017.0,"Drama,Horror,Mystery",6.6,174098,14516999.0
1713,316029,['Drama'],The Greatest Showman,The Greatest Showman,2017-12-20,16.223,80.0,5965,84000000.0,432844677.0,tt1485796,The Greatest Showman,2017.0,"Biography,Drama,Musical",7.6,214848,348844677.0
1714,402900,"['Action', 'Comedy', 'Crime', 'Thriller']",Ocean's Eight,Ocean's Eight,2018-06-07,18.175,69.0,4571,70000000.0,297718711.0,tt5164214,Ocean's Eight,2018.0,"Action,Comedy,Crime",6.2,161981,227718711.0
1715,296096,"['Drama', 'Romance']",Me Before You,Me Before You,2016-06-01,19.142,77.0,6687,20000000.0,207945075.0,tt2674426,Me Before You,2016.0,"Drama,Romance",7.4,189139,187945075.0
1716,445571,"['Comedy', 'Crime', 'Mystery']",Game Night,Game Night,2018-02-22,14.827,69.0,3321,37000000.0,117501013.0,tt2704998,Game Night,2018.0,"Action,Comedy,Crime",6.9,183075,80501013.0
1718,474395,"['Action', 'Animation', 'Comedy', 'Science Fiction']",Teen Titans Go! To the Movies,Teen Titans Go! To the Movies,2018-07-27,14.809000000000001,71.0,441,10000000.0,28646544.0,tt7424200,Teen Titans Go! To the Movies,2018.0,"Action,Adventure,Animation",6.8,14688,18646544.0
1719,253412,"['Adventure', 'Drama', 'Action']",Everest,Everest,2015-09-10,13.879000000000001,68.0,3186,55000000.0,203427584.0,tt2719848,Everest,2015.0,"Action,Adventure,Biography",7.1,187606,148427584.0
1720,241554,"['Action', 'Drama', 'Thriller']",Run All Night,Run All Night,2015-03-11,23.124000000000002,64.0,1845,50000000.0,71561644.0,tt2199571,Run All Night,2015.0,"Action,Crime,Drama",6.6,97112,21561644.0
1721,400617,"['Drama', 'Romance']",Phantom Thread,Phantom Thread,2017-12-25,14.327,73.0,1909,35000000.0,47756590.0,tt5776858,Phantom Thread,2017.0,"Drama,Romance",7.5,97111,12756590.0
1722,205775,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",In the Heart of the Sea,In the Heart of the Sea,2015-11-20,19.412,66.0,2441,100000000.0,93820758.0,tt1390411,In the Heart of the Sea,2015.0,"Action,Adventure,Biography",6.9,113818,-6179242.0
1724,399170,"['Action', 'Comedy', 'Crime', 'Drama']",Logan Lucky,Logan Lucky,2017-08-17,16.08,67.0,1966,29000000.0,48453605.0,tt5439796,Logan Lucky,2017.0,"Comedy,Crime,Drama",7.0,115973,19453605.0
1725,203801,"['Action', 'Adventure', 'Comedy']",The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,2015-08-13,15.902000000000001,71.0,3926,75000000.0,108145109.0,tt1638355,The Man from U.N.C.L.E.,2015.0,"Action,Adventure,Comedy",7.3,251963,33145109.0
1726,188927,"['Action', 'Adventure', 'Science Fiction']",Star Trek Beyond,Star Trek Beyond,2016-07-07,18.63,67.0,4637,185000000.0,343471816.0,tt2660888,Star Trek Beyond,2016.0,"Action,Adventure,Sci-Fi",7.1,217680,158471816.0
1728,399174,"['Adventure', 'Animation', 'Comedy']",Isle of Dogs,Isle of Dogs,2018-03-23,13.225,79.0,2530,62770198.0,64207623.0,tt5104604,Isle of Dogs,2018.0,"Adventure,Animation,Comedy",7.9,123188,1437425.0
1729,400155,"['Animation', 'Comedy', 'Fantasy', 'Family']",Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018-06-28,16.826,68.0,2053,80000000.0,100176000.0,tt5220122,Hotel Transylvania 3: Summer Vacation,2018.0,"Adventure,Animation,Comedy",6.3,49128,20176000.0
1730,291805,"['Action', 'Comedy', 'Thriller']",Now You See Me 2,Now You See Me 2,2016-06-02,17.743,68.0,7497,90000000.0,334901337.0,tt3110958,Now You See Me 2,2016.0,"Action,Adventure,Comedy",6.5,229878,244901337.0
1731,415842,"['Action', 'Thriller']",American Assassin,American Assassin,2017-09-14,16.15,63.0,1813,33000000.0,66167951.0,tt1961175,American Assassin,2017.0,"Action,Thriller",6.2,63613,33167951.0
1732,340837,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",A Cure for Wellness,A Cure for Wellness,2017-02-15,12.345,62.0,2368,40000000.0,26559557.0,tt4731136,A Cure for Wellness,2016.0,"Drama,Fantasy,Horror",6.4,76852,-13440443.0
1733,201088,"['Crime', 'Thriller', 'Action']",Blackhat,Blackhat,2015-01-13,22.055999999999997,53.0,1259,70000000.0,17752940.0,tt2717822,Blackhat,2015.0,"Action,Crime,Thriller",5.4,49995,-52247060.0
1734,324668,"['Action', 'Thriller']",Jason Bourne,Jason Bourne,2016-07-27,17.458,62.0,3899,120000000.0,415484914.0,tt4196776,Jason Bourne,2016.0,"Action,Thriller",6.6,197985,295484914.0
1735,342473,"['Adventure', 'Animation', 'Comedy', 'Family']",Ballerina,Ballerina,2016-12-14,14.002,71.0,1195,30000000.0,2351359.0,tt2261287,Ballerina,2016.0,"Adventure,Animation,Comedy",6.8,18041,-27648641.0
1737,429351,"['Action', 'Drama', 'History', 'War']",12 Strong,12 Strong,2018-01-16,19.162,58.0,1568,35000000.0,67131266.0,tt1413492,12 Strong,2018.0,"Action,Drama,History",6.5,58186,32131266.0
1738,337170,"['Action', 'Crime']",American Made,American Made,2017-08-08,14.337,68.0,2559,50000000.0,133511855.0,tt3532216,American Made,2017.0,"Action,Biography,Comedy",7.1,145655,83511855.0
1739,195590,"['Action', 'Thriller']",Collide,Collide,2016-08-04,13.977,56.0,371,21500000.0,4811525.0,tt2126235,Collide,2016.0,"Action,Crime,Thriller",5.7,14093,-16688475.0
1740,449176,"['Comedy', 'Drama', 'Romance']","Love, Simon","Love, Simon",2018-02-16,15.427,81.0,3772,17000000.0,60848932.0,tt5164432,"Love, Simon",2018.0,"Comedy,Drama,Romance",7.6,89208,43848932.0
1741,395990,"['Action', 'Crime', 'Drama', 'Thriller']",Death Wish,Death Wish,2018-03-02,20.51,59.0,1432,30000000.0,34017028.0,tt1137450,Death Wish,2018.0,"Action,Crime,Drama",6.4,56744,4017028.0
1742,406563,"['Horror', 'Mystery', 'Thriller']",Insidious: The Last Key,Insidious: The Last Key,2018-01-03,15.202,61.0,1554,10000000.0,167184112.0,tt5726086,Insidious: The Last Key,2018.0,"Horror,Mystery,Thriller",5.7,47553,157184112.0
1743,399404,"['Drama', 'History']",Darkest Hour,Darkest Hour,2017-11-22,14.249,73.0,3127,30000000.0,147568410.0,tt4555426,Darkest Hour,2017.0,"Biography,Drama,History",7.4,153423,117568410.0
1745,205584,"['Action', 'Adventure', 'Fantasy']",Gods of Egypt,Gods of Egypt,2016-02-25,15.431,54.0,2586,140000000.0,150680864.0,tt2404233,Gods of Egypt,2016.0,"Action,Adventure,Fantasy",5.4,99868,10680864.0
1746,290595,"['Action', 'Adventure', 'Drama']",The Huntsman: Winter's War,The Huntsman: Winter's War,2016-04-06,17.367,62.0,3323,115000000.0,164602163.0,tt2381991,The Huntsman: Winter's War,2016.0,"Action,Adventure,Drama",6.1,92637,49602163.0
1747,407451,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",A Wrinkle in Time,A Wrinkle in Time,2018-03-08,17.363,50.0,1226,103000000.0,132675864.0,tt1620680,A Wrinkle in Time,2018.0,"Adventure,Family,Fantasy",4.2,38066,29675864.0
1748,257211,['Comedy'],The Intern,The Intern,2015-09-24,13.546,71.0,3873,35000000.0,194564672.0,tt2361509,The Intern,2015.0,"Comedy,Drama",7.1,201928,159564672.0
1749,353616,"['Comedy', 'Music']",Pitch Perfect 3,Pitch Perfect 3,2017-12-20,17.201,65.0,2179,45000000.0,184724494.0,tt4765284,Pitch Perfect 3,2017.0,"Comedy,Music",5.8,50482,139724494.0
1750,378236,"['Animation', 'Comedy', 'Family']",The Emoji Movie,The Emoji Movie,2017-07-23,15.144,53.0,1693,50000000.0,216909830.0,tt4877122,The Emoji Movie,2017.0,"Adventure,Animation,Comedy",3.2,51845,166909830.0
1752,298250,"['Crime', 'Horror', 'Mystery', 'Thriller']",Jigsaw,Jigsaw,2017-10-26,19.722,61.0,2160,10000000.0,102952888.0,tt3348730,Jigsaw,2017.0,"Horror,Mystery,Thriller",5.8,62647,92952888.0
1755,400928,"['Comedy', 'Drama', 'Family']",Gifted,Gifted,2017-04-12,14.955,79.0,2368,7000000.0,40343446.0,tt4481414,Gifted,2017.0,Drama,7.6,89485,33343446.0
1756,446354,"['Drama', 'History']",The Post,The Post,2017-12-22,13.056,70.0,2898,50000000.0,174503458.0,tt6294822,The Post,2017.0,"Biography,Drama,History",7.2,120362,124503458.0
1757,460668,['Comedy'],I Feel Pretty,I Feel Pretty,2018-04-19,14.6,64.0,1334,32000000.0,51748264.0,tt6791096,I Feel Pretty,2018.0,"Comedy,Romance",5.5,44261,19748264.0
1758,372343,"['Crime', 'Thriller']",The Snowman,The Snowman,2017-10-12,19.18,51.0,1396,35000000.0,43203413.0,tt1758810,The Snowman,2017.0,"Crime,Drama,Mystery",5.1,53886,8203413.0
1760,47933,"['Action', 'Adventure', 'Science Fiction']",Independence Day: Resurgence,Independence Day: Resurgence,2016-06-22,15.753,51.0,4200,165000000.0,389681935.0,tt1628841,Independence Day: Resurgence,2016.0,"Action,Adventure,Sci-Fi",5.2,160119,224681935.0
1763,395992,"['Horror', 'Science Fiction', 'Thriller']",Life,Life,2017-03-22,16.749000000000002,64.0,4697,58000000.0,100541806.0,tt5442430,Life,2017.0,"Horror,Sci-Fi,Thriller",6.6,193061,42541806.0
1764,416234,"['Fantasy', 'Mystery', 'Thriller', 'Horror']",Winchester,Winchester,2018-02-02,11.307,58.0,1029,3500000.0,25091816.0,tt1072748,Winchester,2018.0,"Biography,Drama,Fantasy",5.4,26899,21591816.0
1766,467660,"['Horror', 'Thriller']",Unsane,Unsane,2018-02-21,16.298,62.0,850,1500000.0,14293601.0,tt7153766,Unsane,2018.0,"Drama,Horror,Mystery",6.4,35960,12793601.0
1767,384680,"['Drama', 'History', 'Western']",Hostiles,Hostiles,2017-12-22,15.939,68.0,1270,55000000.0,29819114.0,tt5478478,Hostiles,2017.0,"Drama,Western",7.2,61501,-25180886.0
1768,395458,"['Crime', 'Drama', 'Mystery', 'Thriller']",Suburbicon,Suburbicon,2017-10-26,17.532,58.0,1007,25000000.0,5775178.0,tt0491175,Suburbicon,2017.0,"Comedy,Crime,Drama",5.7,36225,-19224822.0
1770,249070,"['Action', 'Crime', 'Thriller']",Hitman: Agent 47,Hitman: Agent 47,2015-08-20,13.0,56.0,1899,35000000.0,81967450.0,tt2679042,Hitman: Agent 47,2015.0,"Action,Crime,Thriller",5.7,82693,46967450.0
1771,395834,"['Crime', 'Drama', 'Mystery', 'Thriller']",Wind River,Wind River,2017-08-03,15.142000000000001,74.0,2815,11000000.0,44998252.0,tt5362988,Wind River,2017.0,"Crime,Drama,Mystery",7.7,184708,33998252.0
1772,379149,"['Action', 'Thriller']",The Foreigner,The Foreigner,2017-09-28,16.54,67.0,1283,35000000.0,145374099.0,tt1615160,The Foreigner,2017.0,"Action,Thriller",7.0,89147,110374099.0
1773,381719,"['Adventure', 'Animation', 'Family']",Peter Rabbit,Peter Rabbit,2018-02-07,13.492,66.0,797,50000000.0,351266433.0,tt5117670,Peter Rabbit,2018.0,"Adventure,Comedy,Family",6.5,31389,301266433.0
1774,325133,['Comedy'],Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016-05-04,9.228,57.0,3133,35000000.0,108758521.0,tt4438848,Neighbors 2: Sorority Rising,2016.0,Comedy,5.7,107987,73758521.0
1775,371638,"['Comedy', 'Drama']",The Disaster Artist,The Disaster Artist,2017-03-12,12.925999999999998,72.0,2244,10000000.0,29820616.0,tt3521126,The Disaster Artist,2017.0,"Biography,Comedy,Drama",7.4,124068,19820616.0
1779,454619,"['Comedy', 'Romance']",Overboard,Overboard,2018-05-03,15.119000000000002,64.0,702,12000000.0,91244913.0,tt1563742,Overboard,2018.0,"Comedy,Romance",6.0,30354,79244913.0
1780,274862,"['Action', 'Adventure', 'Animation', 'Family']",The Lego Ninjago Movie,The Lego Ninjago Movie,2017-09-21,11.959000000000001,63.0,503,70000000.0,123081555.0,tt3014284,The Lego Ninjago Movie,2017.0,"Action,Adventure,Animation",6.0,20753,53081555.0
1781,440021,"['Horror', 'Mystery', 'Thriller']",Happy Death Day,Happy Death Day,2017-10-12,15.957,66.0,3901,4800000.0,122637878.0,tt5308322,Happy Death Day,2017.0,"Horror,Mystery,Thriller",6.5,103046,117837878.0
1782,447665,"['Action', 'Drama']",Kickboxer: Retaliation,Kickboxer: Retaliation,2018-01-26,12.209000000000001,50.0,109,13000000.0,4537.0,tt5208950,Kickboxer: Retaliation,2018.0,"Action,Drama",5.0,3969,-12995463.0
1784,259694,"['Comedy', 'Romance']",How to Be Single,How to Be Single,2016-01-21,13.139000000000001,61.0,2285,38000000.0,112343513.0,tt1292566,How to Be Single,2016.0,"Comedy,Drama,Romance",6.1,77418,74343513.0
1785,266647,"['Adventure', 'Family', 'Fantasy']",Pan,Pan,2015-09-24,11.436,59.0,1912,150000000.0,128388320.0,tt3332064,Pan,2015.0,"Adventure,Comedy,Family",5.7,57649,-21611680.0
1786,376660,"['Comedy', 'Drama']",The Edge of Seventeen,The Edge of Seventeen,2016-11-18,15.175999999999998,72.0,2585,9000000.0,18803648.0,tt1878870,The Edge of Seventeen,2016.0,"Comedy,Drama",7.3,94712,9803648.0
1787,445651,['Science Fiction'],The Darkest Minds,The Darkest Minds,2018-07-25,13.581,68.0,1498,34000000.0,41142379.0,tt4073790,The Darkest Minds,2018.0,"Action,Adventure,Drama",5.7,25366,7142379.0
1788,333667,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",Rock Dog,Rock Dog,2016-07-08,12.658,58.0,139,60000000.0,9420546.0,tt2822672,Rock Dog,2016.0,"Adventure,Animation,Comedy",5.9,4263,-50579454.0
1789,417261,"['Drama', 'Music', 'Romance']",Forever My Girl,Forever My Girl,2018-01-26,11.667,74.0,531,3500000.0,16367326.0,tt4103724,Forever My Girl,2018.0,"Drama,Music,Romance",6.7,12530,12867326.0
1790,413362,['Drama'],"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017-11-17,12.411,63.0,600,22000000.0,11942780.0,tt6000478,"Roman J. Israel, Esq.",2017.0,"Crime,Drama,Thriller",6.4,27593,-10057220.0
1791,295964,"['Comedy', 'Drama']",Burnt,Burnt,2015-10-02,11.823,64.0,2057,20000000.0,36606743.0,tt2503944,Burnt,2015.0,"Comedy,Drama",6.6,100335,16606743.0
1793,460019,"['Thriller', 'Horror']",Truth or Dare,Truth or Dare,2018-04-12,16.232,59.0,2425,3500000.0,94841481.0,tt6772950,Truth or Dare,2018.0,"Horror,Thriller",5.1,39703,91341481.0
1800,431530,['Comedy'],A Bad Moms Christmas,A Bad Moms Christmas,2017-11-01,15.95,63.0,1265,28000000.0,130560428.0,tt6359956,A Bad Moms Christmas,2017.0,Comedy,5.6,38262,102560428.0
1802,433808,['Horror'],The Ritual,The Ritual,2017-10-11,15.745,60.0,1341,10000000.0,1056376.0,tt5638642,The Ritual,2017.0,"Horror,Mystery,Thriller",6.3,65235,-8943624.0
1803,429300,"['Adventure', 'Thriller', 'Romance']",Adrift,Adrift,2018-05-31,12.797,68.0,1524,35000000.0,4230000.0,tt6306064,Adrift,2018.0,"Action,Adventure,Biography",6.6,39712,-30770000.0
1804,290512,"['Adventure', 'Drama', 'Romance']",The Mountain Between Us,The Mountain Between Us,2017-10-05,14.035,65.0,1392,35000000.0,62832209.0,tt2226597,The Mountain Between Us,2017.0,"Action,Adventure,Drama",6.4,61466,27832209.0
1807,416477,"['Comedy', 'Drama', 'Romance']",The Big Sick,The Big Sick,2017-03-30,11.655999999999999,74.0,1484,5000000.0,56303596.0,tt5462602,The Big Sick,2017.0,"Comedy,Drama,Romance",7.5,111560,51303596.0
1808,419680,['Comedy'],Daddy's Home 2,Daddy's Home 2,2017-11-09,9.257,61.0,1465,69000000.0,180613180.0,tt5657846,Daddy's Home 2,2017.0,Comedy,6.0,56031,111613180.0
1809,137116,"['Adventure', 'Animation', 'Comedy', 'Family']",Smurfs: The Lost Village,Smurfs: The Lost Village,2017-03-23,12.950999999999999,62.0,848,60000000.0,197183546.0,tt2398241,Smurfs: The Lost Village,2017.0,"Adventure,Animation,Comedy",6.0,16806,137183546.0
1811,430040,"['Action', 'Crime', 'Thriller']",The Hurricane Heist,The Hurricane Heist,2018-02-28,10.235,55.0,570,35000000.0,5400000.0,tt5360952,The Hurricane Heist,2018.0,"Action,Adventure,Crime",5.1,17072,-29600000.0
1812,321258,"['Horror', 'Mystery', 'Thriller']",The Boy,The Boy,2016-01-22,15.952,58.0,2471,10000000.0,64188367.0,tt3882082,The Boy,2016.0,"Horror,Mystery,Thriller",6.0,73454,54188367.0
1817,346648,"['Adventure', 'Comedy', 'Family']",Paddington 2,Paddington 2,2017-11-09,15.454,75.0,1079,40000000.0,185847106.0,tt4468740,Paddington 2,2017.0,"Adventure,Comedy,Family",7.8,53870,145847106.0
1819,289222,"['Drama', 'History']",The Zookeeper's Wife,The Zookeeper's Wife,2017-03-31,13.937999999999999,74.0,898,20000000.0,23299081.0,tt1730768,The Zookeeper's Wife,2017.0,"Biography,Drama,History",7.0,34765,3299081.0
1822,397837,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",Before I Fall,Before I Fall,2017-03-02,14.533,70.0,2433,5000000.0,12141122.0,tt1691916,Before I Fall,2017.0,"Drama,Fantasy,Mystery",6.4,42062,7141122.0
1823,399019,"['Drama', 'Western']",The Beguiled,The Beguiled,2017-06-23,12.383,57.0,1351,10500000.0,27397655.0,tt5592248,The Beguiled,2017.0,"Drama,Thriller",6.3,46978,16897655.0
1830,476968,['History'],"Paul, Apostle of Christ","Paul, Apostle of Christ",2018-03-23,11.658,70.0,112,5000000.0,22525668.0,tt7388562,"Paul, Apostle of Christ",2018.0,"Adventure,Biography,Drama",6.6,6412,17525668.0
1831,437068,"['Action', 'Drama', 'History']",택시운전사,A Taxi Driver,2017-08-02,9.55,82.0,216,12820000.0,81927980.0,tt6878038,Taeksi woonjunsa,2017.0,"Action,Drama,History",7.8,11795,69107980.0
1837,394117,['Drama'],The Florida Project,The Florida Project,2017-10-06,11.277999999999999,74.0,1372,2000000.0,11303040.0,tt5649144,The Florida Project,2017.0,Drama,7.6,80847,9303040.0
1838,335777,"['Adventure', 'Animation', 'Comedy', 'Family']",The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017-08-11,11.126,57.0,238,40000000.0,65146020.0,tt3486626,The Nut Job 2: Nutty by Nature,2017.0,"Adventure,Animation,Comedy",5.4,5311,25146020.0
1840,310593,"['Comedy', 'Drama']",Youth,Youth,2015-05-20,13.863,69.0,1254,13360000.0,2000000.0,tt3312830,Youth,2015.0,"Comedy,Drama,Music",7.3,67368,-11360000.0
1841,339419,"['Drama', 'Romance']",Loving,Loving,2016-11-04,13.564,67.0,603,9000000.0,8996802.0,tt4669986,Loving,2016.0,"Biography,Drama,Romance",7.0,29502,-3198.0
1843,427900,"['Comedy', 'Drama', 'Romance']",Home Again,Home Again,2017-09-07,9.613,60.0,787,12000000.0,27020284.0,tt5719700,Home Again,2017.0,"Comedy,Drama,Romance",5.8,25202,15020284.0
1849,354861,['Comedy'],Father Figures,Father Figures,2017-12-21,9.593,58.0,343,25000000.0,25601244.0,tt1966359,Father Figures,2017.0,"Comedy,Drama",5.5,16299,601244.0
1853,433356,"['Drama', 'Romance', 'War']",The Ottoman Lieutenant,The Ottoman Lieutenant,2017-03-10,9.58,61.0,150,40000000.0,240978.0,tt4943322,The Ottoman Lieutenant,2017.0,"Drama,War",6.6,23425,-39759022.0
1854,368031,"['Horror', 'Thriller']",Unfriend,Friend Request,2016-01-07,12.921,55.0,871,9900000.0,2400000.0,tt3352390,Friend Request,2016.0,"Horror,Mystery,Thriller",5.3,22921,-7500000.0
1856,401898,"['Drama', 'Mystery', 'Thriller']",Thelma,Thelma,2017-09-15,14.519,71.0,432,5741614.0,147391.0,tt6304046,Thelma,2017.0,"Drama,Fantasy,Horror",7.0,23193,-5594223.0
1860,390051,"['Drama', 'Thriller']",Aftermath,Aftermath,2017-02-28,14.392999999999999,55.0,428,10500000.0,261465.0,tt4581576,Aftermath,2017.0,"Drama,Thriller",5.7,19380,-10238535.0
