,tconst,originalTitle,startYear,genres,averageRating,numVotes
30998,tt7123236,Detective Jimmy Apple,2017.0,Sci-Fi,6.7,13
16005,tt5028340,Mary Poppins Returns,2018.0,"Comedy,Family,Fantasy",6.7,68019
30838,tt7094790,Stip & Pensil,2017.0,Comedy,6.7,102
30113,tt6956866,Leo and the Shark,2019.0,Thriller,6.7,9
12438,tt4557014,Oru Vadakkan Selfie,2015.0,"Comedy,Thriller",6.7,2371
14353,tt4819560,Jie jiu Wu xian sheng,2015.0,"Action,Crime,Drama",6.7,2016
40807,tt9358192,Halston,2019.0,"Biography,Documentary",6.7,338
23102,tt5924852,Paradize 89,2018.0,Family,6.7,134
30804,tt7088344,American Socialist: The Life and Times of Eugene Victor Debs,2017.0,Documentary,6.7,32
37053,tt8333746,Pinocchio,2019.0,Fantasy,6.7,1309
41859,tt9785418,Luontosinfonia,2019.0,"Documentary,Music",6.7,22
30815,tt7090136,Time,2017.0,Sci-Fi,6.7,27
39450,tt8976472,Ei koskaan enää,2018.0,"Biography,Documentary,Music",6.7,34
15977,tt5023566,Tough Guys,2017.0,"Action,Documentary,Sport",6.7,139
37050,tt8332808,One Must Fall,2018.0,"Comedy,Horror",6.7,1259
34848,tt7829490,Exhibition on Screen: Cézanne - Portraits of a Life,2018.0,Documentary,6.7,38
19915,tt5525418,Romance in the Digital Age,2017.0,"Comedy,Music",6.7,74
37242,tt8383050,Ong Ngoai Tuoi 30,2018.0,"Comedy,Family,Romance",6.7,23
41893,tt9800096,Sorôkin no mita sakura,2019.0,"Drama,History,Romance",6.7,6
11945,tt4495188,Kapo be'Yerushalaim,2015.0,"Drama,History",6.6,8
12002,tt4503606,Containment,2015.0,"Documentary,Sci-Fi",6.6,29
37811,tt8523292,Vsechno bude,2018.0,"Comedy,Drama",6.6,252
10452,tt4261942,Exiled,2016.0,"Drama,History,War",6.6,257
14923,tt4887226,Bewajah,2017.0,Thriller,6.6,23
21165,tt5677324,La belle occasion,2017.0,Drama,6.6,9
38385,tt8681694,Ezhumin,2018.0,Action,6.6,46
38384,tt8681422,Tabi no Owari Sekai no Hajimari,2019.0,Drama,6.6,197
14349,tt4819514,Gun dan ba! Zhong liu jun,2015.0,"Comedy,Romance",6.6,935
11851,tt4480568,That's Not Us,2015.0,"Comedy,Drama,Romance",6.6,518
12082,tt4513316,Novitiate,2017.0,Drama,6.6,3468
20713,tt5625604,Odile the Documentary,2017.0,"Documentary,History",6.6,10
36228,tt8123728,The Guard of Auschwitz,2018.0,Drama,6.6,658
10445,tt4259366,Feelings Are Facts: The Life of Yvonne Rainer,2015.0,"Biography,Documentary",6.6,7
21174,tt5678262,Team Hurricane,2017.0,Drama,6.6,174
13832,tt4738174,Bon Cop Bad Cop 2,2017.0,"Action,Comedy,Crime",6.6,3463
2737,tt11505398,Guatemala: Corazón del Mundo Maya,2019.0,Documentary,6.6,20
14822,tt4877264,Danchi,2016.0,"Comedy,Sci-Fi",6.6,103
25769,tt6234120,Vigilante: The Incredible True Story of Curtis Sliwa and the Guardian Angels,2018.0,Documentary,6.6,19
14326,tt4817782,The Lost One,2015.0,Drama,6.6,5
40437,tt9230958,Eiga Hugtto! Precure x Futari wa Precure: All Stars Memories,2018.0,"Action,Adventure,Animation",6.6,5
13373,tt4679136,I'll Sleep When I'm Dead,2016.0,Documentary,6.6,1141
36357,tt8159562,"Cassandro, the Exotico!",2018.0,Documentary,6.6,125
38164,tt8633088,Beyond the Supernova,2018.0,Documentary,6.6,12
13793,tt4730580,Overwatch,2016.0,Horror,6.6,9
19031,tt5374556,On Your Marc,2017.0,Documentary,6.6,7
20306,tt5577494,Clemency,2019.0,Drama,6.6,782
13857,tt4741774,Le fils de Joseph,2016.0,Drama,6.6,728
20732,tt5628684,Arubino no ki,2016.0,Drama,6.6,7
25328,tt6185924,The Mermaid Kingdom,2016.0,Documentary,6.6,7
20319,tt5579442,Robert Klein Still Can't Stop His Leg,2016.0,"Comedy,Documentary",6.6,36
37888,tt8542190,Les drapeaux de papier,2018.0,Drama,6.6,78
1048,tt10438238,Dark Place,2019.0,Horror,6.6,15
1744,tt10752196,Aru Sendo No Hanashi,2019.0,Drama,6.6,50
12085,tt4513674,Café Society,2016.0,"Comedy,Drama,Romance",6.6,66115
37681,tt8488542,Und der Zukunft zugewandt,2018.0,Drama,6.6,102
25313,tt6183834,Carbone,2017.0,"Crime,Thriller",6.6,1627
37677,tt8487580,Niña errante,2018.0,Drama,6.6,164
38204,tt8647400,De De Pyaar De,2019.0,"Comedy,Romance",6.6,6006
25312,tt6183580,Jeg er William,2017.0,"Comedy,Drama,Family",6.6,140
37852,tt8531740,Chicken Girls: The Movie,2018.0,"Comedy,Drama",6.6,81
18881,tt5355616,Best Friends Genetically Modified,2016.0,Drama,6.6,5
21200,tt5684662,Two Guns and a Body Bag,2016.0,Comedy,6.6,5
22977,tt5909186,Sublimate,2016.0,"Horror,Music,Sci-Fi",6.6,5
13393,tt4681452,Boku wa bousan.,2015.0,"Comedy,Drama,History",6.6,40
36344,tt8156742,100 días de soledad,2018.0,"Documentary,Drama",6.6,246
25303,tt6182908,Smallfoot,2018.0,"Adventure,Animation,Comedy",6.6,29122
21110,tt5670190,Ostitto,2016.0,"Drama,Romance",6.6,218
25587,tt6214734,Eoneunal,2017.0,"Drama,Fantasy",6.6,310
10251,tt4217668,The Days Run Away Like Wild Horses Over the Hills,2015.0,"Drama,Family",6.6,16
41985,tt9829324,Pian hän tulee,2019.0,Documentary,6.6,5
37000,tt8323088,Te quiero tanto que no sé,2018.0,Musical,6.6,17
37634,tt8476998,Bhonsle,2018.0,Drama,6.6,49
25613,tt6216288,Jole Jongole,2018.0,Fantasy,6.6,8
10107,tt4192636,Wasurenai to chikatta boku ga ita,2015.0,"Drama,Romance",6.6,241
40144,tt9141128,The Donkey King,2018.0,"Animation,Comedy,Family",6.6,397
37939,tt8558788,Cherry Grove Stories,2018.0,Documentary,6.6,9
10499,tt4269500,Tainted Love,2015.0,Biography,6.6,7
25198,tt6168322,Gangster Ka: African,2015.0,"Crime,Drama,Thriller",6.6,109
13967,tt4767990,Happy Yummy Chicken,2016.0,"Comedy,Musical",6.6,13
37940,tt8558978,Pentru Romania,2018.0,"Action,Adventure",6.6,5
1093,tt10452036,Wo de qing chun dou shi ni,2019.0,"Drama,Romance",6.6,74
1297,tt10537634,Ôfanzu burûsu,2019.0,\N,6.6,10
40266,tt9174792,Exit,2018.0,Documentary,6.6,51
20682,tt5618752,Krotkaya,2017.0,"Drama,Mystery",6.6,1814
2543,tt11274246,Bramhachari,2019.0,Drama,6.6,8
20274,tt5573838,No Escuro do Cinema Descalço os Sapatos,2016.0,Documentary,6.6,16
37624,tt8474184,"Piedra, papel y tijera",2019.0,Thriller,6.6,21
21294,tt5696110,RiffTrax Live: Time Chasers,2016.0,Sci-Fi,6.6,118
10539,tt4277692,Bitch,2017.0,"Adventure,Comedy,Drama",6.6,9
37824,tt8526316,20/20 Bezlyudna krayina,2018.0,Fantasy,6.6,23
20444,tt5593008,Nuts,2016.0,"Action,Comedy,Drama",6.6,96
11637,tt4450930,Le Hobbit: Le Retour du Roi du Cantal,2015.0,Adventure,6.6,7
19085,tt5396784,One Night in Dublin,2017.0,Drama,6.6,5
39253,tt8917752,Joy,2018.0,Drama,6.6,881
20262,tt5572220,Les mondes de Philip K. Dick,2016.0,Documentary,6.6,128
25616,tt6216432,Días color naranja,2016.0,\N,6.6,11
41288,tt9574922,Ostrým nozom,2019.0,Drama,6.6,128
42101,tt9881616,La filla d'algú,2019.0,Drama,6.6,43
13335,tt4675926,De standhaftige,2016.0,"Drama,Romance,War",6.6,302
11655,tt4453388,Højt skum: en film om Storm P.,2015.0,"Biography,Documentary",6.6,5
36358,tt8159764,Belushi's Toilet,2018.0,"Drama,Sci-Fi",6.6,45
36903,tt8299032,Povestea unui pierde-vara,2018.0,"Comedy,Drama",6.6,242
23253,tt5938816,Zhong xie,2016.0,Horror,6.6,181
13697,tt4716560,The Swedish Theory of Love,2015.0,Documentary,6.6,1342
22942,tt5903708,Sole cuore amore,2016.0,Drama,6.6,234
20700,tt5623224,La larga noche de Francisco Sanctis,2016.0,Drama,6.6,352
21202,tt5684824,Fight for Justice,2016.0,"Crime,Documentary",6.6,7
14804,tt4876244,Gone: VR 360,2016.0,\N,6.6,18
13367,tt4678654,The Miller Prediction,2016.0,"Action,Drama,History",6.6,19
25256,tt6175670,"Burn Motherfucker, Burn!",2017.0,Documentary,6.6,300
13355,tt4677578,Løvekvinnen,2016.0,Drama,6.6,1020
37022,tt8327492,Tito e os Pássaros,2018.0,"Action,Animation,Drama",6.6,295
21243,tt5689590,Diamond Island,2016.0,Drama,6.6,345
20693,tt5621370,Raoul Ruiz: Contre l'ignorance fiction!,2016.0,Documentary,6.6,11
20295,tt5576174,Nareul Itjimarayo,2016.0,"Drama,Mystery,Romance",6.6,403
19704,tt5495616,Koudelka Shooting Holy Land,2015.0,Documentary,6.6,55
23162,tt5931802,Yozora wa itsudemo saikô mitsudo no aoiro da,2017.0,Drama,6.6,453
661,tt10262522,Roh Fasik,2019.0,Horror,6.6,19
13961,tt4766630,Wolkenbruchs wunderliche Reise in die Arme einer Schickse,2018.0,"Comedy,Drama",6.6,2293
25627,tt6217672,21 Rooz Baed,2017.0,"Drama,Family,Fantasy",6.6,299
21222,tt5687334,Le Redoutable,2017.0,"Biography,Comedy,Drama",6.6,3951
25812,tt6239022,Vetar,2016.0,Drama,6.6,50
13348,tt4677244,Solar Eclipse: Depth of Darkness,2019.0,"Drama,History",6.6,90
22921,tt5900870,Morir para contar,2018.0,Documentary,6.6,203
21201,tt5684710,Tap: The Last Show,2017.0,Drama,6.6,25
40473,tt9244706,Zhivi komini,2018.0,Drama,6.6,14
12077,tt4512896,Iyore,2015.0,Drama,6.6,12
42140,tt9900060,Lupin the IIIrd: Mine Fujiko no Uso,2019.0,"Adventure,Animation,Crime",6.6,48
12037,tt4506722,The Armor of Light,2015.0,"Documentary,News",6.6,150
37049,tt8332772,Hanalei Bay,2018.0,Drama,6.6,50
20889,tt5645006,Magical Mystery oder: die Rückkehr des Karl Schmidt,2017.0,Comedy,6.6,603
10247,tt4216908,L'hermine,2015.0,"Comedy,Crime,Drama",6.6,1924
12039,tt4506872,The Fourth Estate,2015.0,"Documentary,History,News",6.6,9
11766,tt4466936,"Un peu, beaucoup, aveuglément!",2015.0,"Comedy,Romance",6.6,5421
10245,tt4216890,Baden Baden,2016.0,"Comedy,Drama",6.6,491
20385,tt5586184,Ang taba ko kasi,2016.0,Comedy,6.6,5
37067,tt8336974,Hovory s TGM,2018.0,"Biography,Drama,History",6.6,95
20893,tt5645592,While Aya Was Sleeping,2016.0,Drama,6.6,54
13576,tt4700574,Monty Comes Back,2016.0,"Comedy,Drama",6.6,86
40126,tt9135938,De Beveiligers,2018.0,Documentary,6.6,18
2662,tt11393740,Figure it Out: on the Hayduke Trail,2019.0,Documentary,6.6,12
14388,tt4826674,The Journey,2016.0,Drama,6.6,1273
36298,tt8142712,Pornomochi,2018.0,"Crime,Drama",6.6,181
11800,tt4471630,Rokuyon: Zenpen,2016.0,Mystery,6.6,275
13572,tt4700248,Modder en bloed,2016.0,"Drama,History,Sport",6.6,178
39199,tt8901582,Saf,2018.0,Drama,6.6,198
36944,tt8307814,Pól wieku poezji pózniej,2019.0,Fantasy,6.6,285
12051,tt4508986,Senden Bana Kalan,2015.0,"Drama,Romance",6.6,2112
13567,tt4699658,De Grote Zwaen,2015.0,"Crime,Thriller",6.6,288
13905,tt4760086,Lukka Chuppi,2015.0,Drama,6.6,400
37904,tt8549364,Miró. Las huellas del olvido,2018.0,Documentary,6.6,8
25562,tt6213004,Before Memory,2017.0,Drama,6.6,41
18996,tt5371266,Callback,2016.0,"Drama,Thriller",6.6,155
25678,tt6222288,The Auction,2018.0,"Action,Adventure,Comedy",6.6,8
2671,tt11410450,Gekijoban G No Reconguista I: Ike! Core Fighter,2019.0,Animation,6.6,7
36214,tt8119680,Amsusarin,2018.0,"Crime,Drama",6.6,1222
641,tt10254986,Q Ball,2019.0,Documentary,6.6,54
36213,tt8119454,Wik vs Queensland,2018.0,"Documentary,History",6.6,15
2702,tt11448496,Shadows and Echoes,2019.0,Action,6.6,52
25535,tt6211060,Family,2017.0,Drama,6.6,48
23335,tt5951852,Miller & Fried: The Birth of Football's Nation,2016.0,Documentary,6.6,8
1068,tt10443844,Psycho-Pass: Sinners of the System Case 1 Crime and Punishment,2019.0,"Action,Animation,Crime",6.6,172
12033,tt4506208,Ocean Driven,2015.0,"Action,Biography,Documentary",6.6,14
25526,tt6210160,Auf der Suche nach Ingmar Bergman,2018.0,Documentary,6.6,364
11799,tt4471622,Mitwaa,2015.0,"Musical,Romance",6.6,121
1106,tt10460622,El día que me muera. Mi gran velorio,2019.0,Comedy,6.6,23
2706,tt11449918,Politseyskiy s Rublyovki. Novogodniy bespredel 2,2019.0,Comedy,6.6,411
18962,tt5365042,Arpat,2015.0,"Drama,Horror",6.6,105
13641,tt4708112,Time Bara Vait,2015.0,Drama,6.6,8
23344,tt5952468,The B-Side: Elsa Dorfman's Portrait Photography,2016.0,Documentary,6.6,447
2749,tt11531544,Write About Love,2019.0,"Comedy,Romance",6.6,7
14867,tt4882548,Burn Your Maps,2016.0,"Adventure,Comedy,Drama",6.6,976
20394,tt5587022,Karaoke Crazies,2016.0,"Crime,Drama,Fantasy",6.6,77
13740,tt4721400,Desde allá,2015.0,"Drama,Romance",6.6,3175
20631,tt5612576,Il padre d'Italia,2017.0,Drama,6.6,552
38410,tt8688634,21 Bridges,2019.0,"Action,Crime,Drama",6.6,18210
40983,tt9424462,The Grump Who Stole Christmas,2018.0,"Animation,Fantasy,Horror",6.6,30
20880,tt5644394,End of Summer,2017.0,"Drama,Family",6.6,56
25660,tt6220252,Mr Gay Syria,2017.0,"Documentary,Drama",6.6,194
23044,tt5918028,Asura,2016.0,"Action,Crime",6.6,1991
36282,tt8137552,Ubiquity,2018.0,Documentary,6.6,44
22912,tt5898218,Transmania,2016.0,Mystery,6.6,68
10347,tt4238156,Gâruzu suteppu,2015.0,"Drama,Family",6.6,30
23422,tt5962210,Ingrid Goes West,2017.0,"Comedy,Drama",6.6,31383
36331,tt8150828,Fastest Delorean in the World,2018.0,Documentary,6.6,32
11704,tt4460252,Jason and Shirley,2015.0,"Biography,Comedy,Drama",6.6,29
40471,tt9244420,To War,2018.0,Documentary,6.6,9
813,tt10327136,Mokalik (Mechanic),2019.0,Comedy,6.6,78
1898,tt10850556,Fellini fine mai,2019.0,Documentary,6.6,17
13507,tt4694440,Luo shan ji dao dan ji hua,2016.0,"Comedy,Drama,Family",6.6,48
14832,tt4878482,Dumplin',2018.0,"Comedy,Drama",6.6,24398
21013,tt5659172,High & Low: The Movie,2016.0,Action,6.6,251
41014,tt9434778,Chinese Portrait,2018.0,Documentary,6.6,33
1901,tt10851276,El Diablo entre las Piernas,2019.0,"Drama,Romance",6.6,54
1058,tt10443172,Spider-Man: Identity,2019.0,Action,6.6,5
20476,tt5596352,Huo guo ying xiong,2016.0,"Comedy,Crime,Thriller",6.6,1114
21027,tt5660830,Polaarpoiss,2016.0,Drama,6.6,273
13490,tt4692994,Pauline s'arrache,2015.0,"Documentary,Drama",6.6,49
37922,tt8553134,Varavva,2019.0,"Biography,Crime,Drama",6.6,245
14912,tt4886362,Un dia perfecte per volar,2015.0,Drama,6.6,68
40284,tt9177746,Maikol Yordan 2: La cura lejana,2018.0,Comedy,6.6,94
13478,tt4691348,Eiga Kureyon Shinchan: Ora no hikkoshi monogatari - Saboten daishuugeki,2015.0,"Animation,Comedy",6.6,63
20573,tt5607096,"Juliet, Naked",2018.0,"Comedy,Drama,Music",6.6,15313
10390,tt4247330,Heart of Glass,2016.0,Documentary,6.6,11
14913,tt4886372,No estamos solos,2015.0,Documentary,6.6,5
40472,tt9244614,Lietuviski svingeriai,2018.0,Comedy,6.6,369
10147,tt4196776,Jason Bourne,2016.0,"Action,Thriller",6.6,197985
41131,tt9493038,The Girl in the Orange Dress,2018.0,"Comedy,Romance",6.6,43
22995,tt5911652,QueenPin II the Restoration,2016.0,Action,6.6,9
36991,tt8320378,Istoriya odnogo naznacheniya,2018.0,Drama,6.6,419
1836,tt10808840,How far the stars,2019.0,Documentary,6.6,23
1754,tt10758544,Tuttapposto,2019.0,Comedy,6.6,59
25378,tt6193424,The Trip to Spain,2017.0,"Comedy,Drama",6.6,4450
20373,tt5584782,Siebzehn,2017.0,Drama,6.6,298
23052,tt5918632,Butcher the Bakers,2017.0,"Comedy,Horror",6.6,46
626,tt10244760,Ghost Tropic,2019.0,Drama,6.6,181
20626,tt5612426,Centaur,2017.0,Drama,6.6,316
648,tt10259162,Tapeworm,2019.0,"Comedy,Drama",6.6,11
23232,tt5937348,"Cursing, Swearing, Bad Words",2016.0,Documentary,6.6,8
13558,tt4699202,Gurgaon,2016.0,"Crime,Thriller",6.6,1366
23234,tt5937542,Dissolved: A Game of Truth,2017.0,Thriller,6.6,18
12061,tt4511200,Manifesto,2015.0,Drama,6.6,5232
14361,tt4820102,Lilly and the Magic Pearl,2015.0,Animation,6.6,8
12063,tt4511394,Shadow Boxing,2016.0,Drama,6.6,22
19693,tt5494608,Paluba ispod Terazija,2016.0,"Crime,Thriller",6.6,10
10176,tt4201990,Haunters: The Art Of The Scare,2017.0,"Documentary,Horror",6.6,742
38157,tt8630370,Culto al Terror,2017.0,"Documentary,Horror",6.6,7
23309,tt5946974,3 Srikandi,2016.0,"Biography,Drama,Sport",6.6,173
20659,tt5615406,Chalay Thay Sath,2017.0,"Comedy,Romance",6.6,293
23445,tt5966750,Sing-geul ra-i-deo,2017.0,Drama,6.6,628
1845,tt10814118,Zwischen uns die Mauer,2019.0,"Drama,Romance",6.6,13
10358,tt4240976,Give Me Sex Jesus,2015.0,"Documentary,Drama",6.6,28
11713,tt4461032,Demning,2015.0,Drama,6.6,61
23453,tt5968274,The Angel,2018.0,"Drama,Thriller",6.6,9937
23462,tt5969618,Enokida bôekidô,2018.0,Comedy,6.6,5
13527,tt4696222,Yeonpyeong haejeon,2015.0,"Drama,War",6.6,918
36242,tt8126390,The Most Unknown,2018.0,Documentary,6.6,1369
11842,tt4478014,Waiting Room,2018.0,Thriller,6.6,32
20992,tt5657654,Paradise Gowns,2016.0,Documentary,6.6,8
2736,tt11504976,La botera,2019.0,\N,6.6,5
23248,tt5938238,The Stairs,2016.0,Documentary,6.6,75
14206,tt4799066,Midnight Sun,2018.0,"Drama,Romance",6.6,19530
10541,tt4278144,Dolcezza Extrema,2015.0,"Animation,Comedy,Horror",6.6,41
23857,tt6020456,En rød løber for Asta Nielsen,2016.0,Documentary,6.6,7
2237,tt11057912,TUNA Girl,2019.0,"Comedy,Drama",6.6,20
38299,tt8664988,Avanpost,2019.0,"Action,Sci-Fi,Thriller",6.6,464
37433,tt8425416,Old Love,2017.0,Drama,6.6,15
22522,tt5849622,Speak Now,2016.0,"Comedy,Drama",6.6,70
979,tt10409498,Seules les bêtes,2019.0,"Crime,Drama,Thriller",6.6,251
21921,tt5778410,Cryptids,2017.0,Horror,6.6,17
914,tt10375886,Toni Kroos,2019.0,"Biography,Documentary,Sport",6.6,357
40336,tt9191254,Eu Sinto Muito,2019.0,Drama,6.6,5
21916,tt5778092,Kiseki: Anohi no sobito,2017.0,"Drama,Music",6.6,209
24432,tt6090190,Coby,2017.0,Documentary,6.6,91
980,tt10409554,Bashtata,2019.0,"Comedy,Drama",6.6,127
1601,tt10681070,Leap of Faith: William Friedkin on The Exorcist,2019.0,"Documentary,Thriller",6.6,57
19306,tt5452252,Hakodate kôfî,2016.0,Drama,6.6,10
39264,tt8918110,Engedetlen,2018.0,Drama,6.6,35
36616,tt8223844,Chiisana eiyû: Kani to tamago to tômei ningen,2018.0,"Adventure,Animation,Family",6.6,1179
24410,tt6088370,Worst Woman,2016.0,Romance,6.6,69
975,tt10407272,Deux moi,2019.0,"Comedy,Drama,Family",6.6,1147
40362,tt9203354,As the Earth Turns,2019.0,Sci-Fi,6.6,9
12831,tt4610892,Toponimia,2015.0,\N,6.6,14
1439,tt10604292,"Piero Vivarelli, Life As a B-Movie",2019.0,"Biography,Documentary",6.6,7
11120,tt4374384,Outre ici,2015.0,Drama,6.6,14
14640,tt4852638,Ninth Floor,2015.0,Documentary,6.6,43
24352,tt6083146,Murder in the Woods,2017.0,"Horror,Mystery,Thriller",6.6,42
14641,tt4852794,Los del suelo,2015.0,"Drama,Thriller",6.6,14
11428,tt4424350,Love Between the Covers,2015.0,"Documentary,History,Romance",6.6,105
38070,tt8595470,Dance with Devils Fortuna,2017.0,Animation,6.6,11
24375,tt6085482,7 minuti,2016.0,Drama,6.6,422
37427,tt8423160,Degenerates,2018.0,"Comedy,Drama,Mystery",6.6,8
11436,tt4425148,Life in a Walk,2015.0,"Adventure,Documentary,Family",6.6,75
11094,tt4370922,(T)ERROR,2015.0,Documentary,6.6,739
11088,tt4370236,I Love You. Thank You.,2015.0,"Drama,Romance",6.6,14
23874,tt6022266,Infección,2019.0,"Horror,Thriller",6.6,45
11456,tt4426842,La Mujer de Barro,2015.0,Drama,6.6,36
20069,tt5542208,Hanadama: Gen'ei,2016.0,"Drama,Thriller",6.6,21
24452,tt6092630,Ee Cinema Superhit Guarantee,2015.0,"Drama,Romance",6.6,7
21909,tt5777700,"Sexo, maracas y chihuahuas",2016.0,Documentary,6.6,25
12861,tt4614926,Joka toinen pari,2016.0,Documentary,6.6,36
2248,tt11066130,Upstarts,2019.0,Drama,6.6,496
14673,tt4857496,Chacrinha: O Velho Guerreiro,2018.0,"Biography,Comedy,Drama",6.6,215
10979,tt4353562,"Rich, Russian and Living in London",2015.0,Documentary,6.6,9
39277,tt8921800,Neeyum Naanum,2018.0,Romance,6.6,14
38082,tt8599112,Fiela se Kind,2019.0,Drama,6.6,45
24540,tt6097524,People with Issues,2018.0,"Comedy,Drama,Romance",6.6,10
12369,tt4547056,The Girl with All the Gifts,2016.0,"Drama,Horror,Sci-Fi",6.6,49805
10972,tt4351874,Los Paracaidistas,2015.0,Comedy,6.6,146
21845,tt5769516,Shei de qing chun bu mi mang,2016.0,"Drama,Romance",6.6,207
12913,tt4623106,Il nemico: Un breviario partigiano,2015.0,"Documentary,Music",6.6,5
10953,tt4344878,Zhong fan 20 sui,2015.0,"Comedy,Fantasy,Music",6.6,1011
11473,tt4428878,La véritable histoire de Moby Dick,2015.0,Documentary,6.6,5
24561,tt6098734,Cannibal Corpse Killers,2017.0,"Action,Horror,Western",6.6,18
23819,tt6016012,Swingers,2016.0,Comedy,6.6,473
39326,tt8938852,Zeny v behu,2019.0,Comedy,6.6,256
40528,tt9260442,Bernini,2018.0,Documentary,6.6,20
24528,tt6097228,The Penalty,2018.0,Documentary,6.6,22
2033,tt10920456,Vojna akademija 5,2019.0,Drama,6.6,47
37463,tt8427854,Soinujolearen semea,2018.0,Drama,6.6,16
1412,tt10590090,The Rise of Hero,2019.0,Action,6.6,25
22546,tt5852632,L'empereur,2017.0,"Documentary,Family",6.6,528
21900,tt5776736,Loki 7,2016.0,"Action,Comedy,Crime",6.6,75
12385,tt4549746,Aspirantes,2015.0,Drama,6.6,66
24463,tt6094092,Hiru mo Yoru mo,2016.0,\N,6.6,5
11028,tt4360406,Pinku to gurê,2015.0,"Drama,Mystery",6.6,137
23844,tt6019068,The Mentors: Kings of Sleaze Rockumentary,2017.0,"Comedy,Documentary,Music",6.6,42
40241,tt9172182,Sinterklaas en de wakkere nachten,2018.0,"Comedy,Family",6.6,23
37456,tt8427168,Finally Bhalobasha,2019.0,"Drama,Romance",6.6,116
906,tt10374236,Lina from Lima,2019.0,Drama,6.6,42
2255,tt11069476,Les Perseides,2019.0,\N,6.6,29
2259,tt11070468,"The Gangs, the Oscars, and the Walking Dead",2019.0,Comedy,6.6,89
12880,tt4619460,No te olvides de mí,2016.0,Drama,6.6,40
12375,tt4547514,El elegido,2016.0,"Drama,History,Thriller",6.6,703
38009,tt8580348,Perfectos desconocidos,2018.0,Comedy,6.6,1106
38021,tt8583378,Ana e Vitória,2018.0,"Biography,Comedy,Music",6.6,458
11418,tt4423066,Hot Sugar's Cold World,2015.0,"Documentary,Music",6.6,116
36811,tt8272282,One More Chance at Love,2016.0,Drama,6.6,9
24038,tt6044910,Mei Gong he xing dong,2016.0,"Action,Adventure,Crime",6.6,3702
38278,tt8661098,Star Nextdoor,2017.0,Drama,6.6,72
39268,tt8918988,Domination of The Becoming,2018.0,Adventure,6.6,9
2106,tt10965328,LSS,2019.0,"Drama,Romance",6.6,25
24193,tt6066696,Zulu Wedding,2017.0,Romance,6.6,17
37378,tt8412820,Dans la terrible jungle,2018.0,Documentary,6.6,30
40210,tt9160672,Tujuh Bidadari,2018.0,Horror,6.6,8
12697,tt4591234,Adoptation,2016.0,"Comedy,Drama",6.6,29
22122,tt5801556,Trampolin,2016.0,Drama,6.6,127
42026,tt9850064,Kaijû no kodomo,2019.0,"Adventure,Animation,Family",6.6,665
37288,tt8393686,içerdekiler,2018.0,Drama,6.6,88
38267,tt8660422,118,2019.0,"Action,Thriller",6.6,496
24227,tt6069880,Five Nights at Freddy's: The Fan Film,2016.0,Horror,6.6,36
22118,tt5801302,Santa Stole Our Dog: A Merry Doggone Christmas!,2017.0,Family,6.6,89
36676,tt8237236,Where Dreams Rest,2018.0,Drama,6.6,5
22399,tt5834036,1:54,2016.0,"Drama,Sport",6.6,1257
11231,tt4389006,Fiore gemello,2018.0,Drama,6.6,99
24167,tt6063090,Light of My Life,2019.0,"Drama,Sci-Fi,Thriller",6.6,6571
23918,tt6028638,Lasst die Alten sterben,2017.0,Drama,6.6,49
22370,tt5830556,Imagine You & Me,2016.0,"Comedy,Drama,Romance",6.6,233
24093,tt6051554,The Garden of Afflictions,2017.0,Documentary,6.6,961
40220,tt9165526,Bhale Manchi Chowka Beram,2018.0,"Comedy,Drama,Thriller",6.6,57
12555,tt4574378,Arribeños,2015.0,Documentary,6.6,8
2123,tt10980820,Wu zui zhi cheng,2017.0,"Drama,Sci-Fi",6.6,33
22335,tt5824910,King Cnut,2018.0,Documentary,6.6,34
19409,tt5462246,"Sex, Lies and Tabloids!",2016.0,Documentary,6.6,5
22252,tt5816374,Band Aid,2017.0,"Comedy,Drama,Music",6.6,4875
1506,tt10642592,Tattoo Uprising,2019.0,Documentary,6.6,9
38049,tt8590992,Paper Boy,2018.0,Romance,6.6,186
22233,tt5814592,The Party,2017.0,"Comedy,Drama",6.6,15277
37345,tt8403246,Foster,2018.0,Documentary,6.6,202
11257,tt4396042,Hiroin shikkaku,2015.0,"Comedy,Romance",6.6,924
22355,tt5827752,The Modern Jungle,2016.0,"Biography,Documentary",6.6,31
19397,tt5461272,Abadan lam nakon atfalan,2015.0,"Documentary,Family",6.6,5
12541,tt4572792,The Book of Henry,2017.0,"Crime,Drama,Thriller",6.6,21983
14223,tt4800434,Aaya Vada Sutta Kathai,2015.0,Comedy,6.6,10
2102,tt10963974,Pizhai,2019.0,Drama,6.6,9
12502,tt4568110,Un asunto de tierras,2015.0,"Documentary,Drama",6.6,15
20017,tt5538068,14 no yoru,2016.0,Drama,6.6,16
22032,tt5791442,Bikini Moon,2017.0,Drama,6.6,191
37402,tt8419594,Rare Beasts,2019.0,"Comedy,Drama,Romance",6.6,89
37254,tt8385420,Çiçero,2019.0,"Action,Crime,Drama",6.6,3969
40521,tt9255718,Oushitsu Kyoushi Heine,2019.0,Animation,6.6,21
41100,tt9471952,Sükut Evi,2018.0,Drama,6.6,461
40233,tt9169764,Iron Fists and Kung Fu Kicks,2019.0,"Documentary,History",6.6,582
19468,tt5467140,Las lindas,2016.0,"Documentary,Drama",6.6,89
