,Unnamed: 0,Unnamed: 1
0,'Action' ,735646876.76
1,'Adventure' ,732334377.03
2,'Science Fiction' ,775351413.39
3,'Fantasy' ',662246672.86
4,Thriller' ,625656257.15
5,'Family' ,685948575.28
6,'Animation' ,637980926.57
7,'Romance' ,543467116.55
8,Comedy' ,597277955.63
9,'Crime' ,701915537.2
10,'Drama',496327552.38
11,'Music' ,551784036.33
12,'War' ,528487529.25
13,'Horror' ,383337683.83
14,'Western' ,397950503.0
15,'Mystery',310160541.0
