,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id
1764,575314,"['Horror', 'Thriller']",Blood Bound,Blood Bound,2019-11-21,5.408,80.0,2,$0.00,$0.00,tt4054008
1765,436167,"['Comedy', 'Drama']",Die göttliche Ordnung,The Divine Order,2017-03-09,4.709,76.0,62,$0.00,"$30,071.00",tt5818818
1766,42044,"['Documentary', 'History']",Shoah,Shoah,1985-04-01,4.801,85.0,88,$0.00,"$20,175.00",tt0090015
1767,480881,['Drama'],Let There Be Light,Let There Be Light,2017-10-27,4.123,58.0,30,$0.00,"$7,233,471.00",tt5804314
1768,441889,"['Drama', 'Music']",सीक्रेट सुपरस्टार,Secret Superstar,2017-10-19,4.385,77.0,72,"$286,284.00","$137,416,709.00",tt6108090
1769,554792,"['Drama', 'Fantasy', 'Romance']",นาคี ๒,Nakee 2,2018-10-18,4.796,57.0,3,$0.00,$0.00,tt9169974
1770,654125,['Comedy'],Dan Soder: Son of a Gary,Dan Soder: Son of a Gary,2019-12-07,4.516,77.0,3,$0.00,$0.00,tt11265724
1771,600633,['Documentary'],Raising Kratos,Raising Kratos,2019-05-10,5.028,82.0,6,$0.00,$0.00,tt10313218
1772,511491,"['Horror', 'Thriller']",My Soul To Keep,My Soul To Keep,2019-10-04,4.733,62.0,6,$0.00,$0.00,tt4385944
1773,637113,"['Crime', 'Documentary', 'Drama']",Square One,Square One,2019-10-05,5.763,95.0,17,$0.00,$0.00,tt11033952
1774,525825,['Drama'],Chained for Life,Chained for Life,2018-06-25,2.801,69.0,7,$0.00,$0.00,tt6753132
1775,621728,['Drama'],En komikers uppväxt,My Life as a Comedian,2019-10-11,5.098,60.0,1,$0.00,$0.00,tt8425516
1776,630068,['Comedy'],Comedy Central Roast of Alec Baldwin,Comedy Central Roast of Alec Baldwin,2019-09-07,4.365,79.0,5,$0.00,$0.00,tt10520800
1777,462503,"['Comedy', 'Drama']",Les Grands Esprits,The Teacher,2017-09-13,5.449,65.0,116,$0.00,$0.00,tt6481478
1778,607181,"['Comedy', 'Music']",Kinky Boots: The Musical,Kinky Boots: The Musical,2019-06-25,5.205,92.0,22,$0.00,$0.00,tt10442108
1779,619553,['Documentary'],Léa & I,Léa & I,2019-08-02,6.129,60.0,2,$0.00,$0.00,tt9382396
1780,623922,"['Mystery', 'TV Movie']",Chronicle Mysteries: The Deep End,Chronicle Mysteries: The Deep End,2019-08-25,4.091,70.0,6,$0.00,$0.00,tt10790884
1781,645998,['Comedy'],House Arrest,House Arrest,2019-11-15,4.678,0.0,0,$0.00,$0.00,tt11163028
1782,23512,['Drama'],The Boys Are Back,The Boys Are Back,2009-09-25,7.374,63.0,108,$0.00,$0.00,tt0926380
1783,575113,['Comedy'],Modalità aereo,Modalità aereo,2019-02-21,5.395,62.0,87,$0.00,"$1,526,448.00",tt8906022
1784,385955,['Drama'],Where Is Kyra?,Where Is Kyra?,2018-04-06,4.056,58.0,25,$0.00,$0.00,tt5198670
1785,620014,['Science Fiction'],Xenophobia,Xenophobia,2019-08-06,4.157,28.0,6,$0.00,$0.00,tt8571404
1786,630915,"['Romance', 'TV Movie']",Check Inn to Christmas,Check Inn to Christmas,2019-11-26,6.017,73.0,15,$0.00,$0.00,tt10768312
1787,652694,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",The Man in the Trunk,The Man in the Trunk,2019-11-29,4.536,55.0,2,"$10,000.00",$0.00,tt3293594
1788,498580,"['Comedy', 'Horror']",காஞ்சனா 3,Kanchana 3,2019-04-19,6.086,51.0,10,$0.00,$0.00,tt8042248
1789,18352,"['Thriller', 'Drama', 'Horror']",Spalovač mrtvol,The Cremator,1969-03-14,5.241,79.0,83,$0.00,$0.00,tt0063633
1790,548928,['Action'],The Marine 6: Close Quarters,The Marine 6: Close Quarters,2018-11-02,6.044,68.0,29,$0.00,$0.00,tt7668724
1791,553478,['Comedy'],"Black Snake, la légende du serpent noir","Black Snake, la légende du serpent noir",2019-02-20,5.372,44.0,53,$0.00,$0.00,tt7936092
1792,522887,"['Adventure', 'Animation', 'Comedy', 'Family']",Manou the Swift,Manou the Swift,2019-01-25,4.739,61.0,11,$0.00,$0.00,tt4153828
1793,543093,['Documentary'],Maiden,Maiden,2019-03-08,5.107,83.0,13,$0.00,$0.00,tt8879946
1794,646541,"['Horror', 'Thriller']",In the Trap,In the Trap,2020-02-20,4.699,100.0,1,$0.00,$0.00,tt3280186
1795,580781,['Documentary'],Quiet Storm: The Ron Artest Story,Quiet Storm: The Ron Artest Story,2019-05-17,4.934,0.0,0,$0.00,$0.00,tt9675192
1796,492998,['Drama'],Puzzle,Puzzle,2018-07-27,4.43,67.0,52,$0.00,"$2,167,042.00",tt6933454
1797,604554,"['Romance', 'TV Movie']",My Boyfriend's Back: Wedding March 5,My Boyfriend's Back: Wedding March 5,2019-06-08,5.422,73.0,6,$0.00,$0.00,tt10380706
1798,630016,"['Drama', 'Western']",Out of Liberty,Out of Liberty,2019-09-13,4.39,55.0,2,$0.00,$0.00,tt9844368
1799,530076,"['Comedy', 'Horror']",Corporate Animals,Corporate Animals,2019-09-20,5.25,50.0,21,$0.00,$0.00,tt8366502
1800,499088,"['Comedy', 'Family', 'Animation', 'Adventure']",Maya the Bee: The Honey Games,Maya the Bee: The Honey Games,2018-02-02,4.034,70.0,23,$0.00,$0.00,tt6685596
1801,627489,"['Romance', 'TV Movie']",Christmas Scavenger Hunt,Christmas Scavenger Hunt,2019-11-03,4.265,58.0,6,$0.00,$0.00,tt10768278
1802,639411,"['Comedy', 'Drama']",Upstarts,Upstarts,2019-10-18,5.354,60.0,3,$0.00,$0.00,tt11066130
1803,673621,"['Comedy', 'Crime']",Dead Fred,Dead Fred,2019-06-05,5.473,70.0,1,$0.00,$0.00,tt4977524
1804,483987,['Horror'],Gnaw,Gnaw,2017-09-16,4.405,56.0,31,$0.00,$0.00,tt5641542
1805,584166,"['Comedy', 'Drama']",My Stupid Boss 2,My Stupid Boss 2,2019-03-28,4.808,5.0,1,$0.00,$0.00,tt10039468
1806,495601,"['Action', 'Fantasy', 'Science Fiction']",Черновик,A Rough Draft,2018-05-25,7.056,49.0,58,$0.00,$0.00,tt6270596
1807,418726,['Comedy'],Qualcosa di nuovo,Qualcosa di nuovo,2016-10-13,5.403,59.0,136,$0.00,$0.00,tt6085308
1808,412758,"['Action', 'Comedy', 'Horror']",Eat Locals,Eat Locals,2017-04-06,4.281,54.0,67,"$2,073,816.00",$0.00,tt4401006
1809,580001,['Comedy'],Kevin Hart's Guide to Black History,Kevin Hart's Guide to Black History,2019-02-08,6.265,59.0,25,$0.00,$0.00,tt6373518
1810,459116,['Documentary'],No Safe Spaces,No Safe Spaces,2019-10-25,4.112,87.0,3,"$686,599.00",$0.00,tt8363914
1811,626299,"['Romance', 'TV Movie']",Christmas a la Mode,Christmas a la Mode,2019-11-15,3.638,61.0,9,$0.00,$0.00,tt10210182
1812,490000,['Drama'],We the Animals,We the Animals,2018-10-06,5.33,68.0,56,$0.00,$0.00,tt7681824
1813,577647,"['Comedy', 'Family']",Grand-Daddy Day Care,Grand-Daddy Day Care,2019-01-05,6.541,64.0,7,$0.00,$0.00,tt8749922
1814,604553,"['Romance', 'TV Movie']",Christmas Wishes & Mistletoe Kisses,Christmas Wishes & Mistletoe Kisses,2019-10-26,4.682,60.0,9,$0.00,$0.00,tt10136898
1815,472500,['Drama'],End of Sentence,End of Sentence,2019-11-12,5.546,0.0,0,$0.00,$0.00,tt6910006
1816,403390,"['War', 'Drama', 'History', 'Romance']",Bitter Harvest,Bitter Harvest,2017-01-31,4.842,61.0,46,"$20,000,000.00","$557,241.00",tt3182620
1817,614722,['Horror'],Hell House LLC III: Lake of Fire,Hell House LLC III: Lake of Fire,2019-09-19,5.639,50.0,16,$0.00,$0.00,tt10675136
1818,576112,['Drama'],후쿠오카,Fukuoka,2020-03-12,5.434,0.0,0,$0.00,$0.00,tt9619016
1819,466281,['Drama'],She's Missing,She's Missing,2019-03-01,3.906,73.0,4,$0.00,$0.00,tt4192652
1820,565341,['Drama'],The Sound of Silence,The Sound of Silence,2019-09-13,4.196,63.0,12,$0.00,$0.00,tt9352926
1821,558343,['Comedy'],Tiffany Haddish: Black Mitzvah,Tiffany Haddish: Black Mitzvah,2019-12-03,5.035,76.0,5,$0.00,$0.00,tt8882390
1822,467675,['Drama'],La Douleur,Memoir of War,2017-08-17,4.254,63.0,85,$0.00,$0.00,tt6313378
1823,459947,"['Horror', 'Thriller']",Jackals,Jackals,2017-09-01,4.956,55.0,72,$0.00,$0.00,tt6104206
1824,552322,"['Adventure', 'Horror']",The Huntress: Rune of the Dead,The Huntress: Rune of the Dead,2019-08-23,5.81,51.0,7,$0.00,$0.00,tt8284860
1825,517034,"['Adventure', 'Drama', 'History']",Союз спасения,Union of Salvation,2019-12-26,4.188,88.0,8,"$15,936,600.00",$0.00,tt8769146
1826,648043,['Action'],The Driver,The Driver,2019-11-25,4.124,37.0,3,$0.00,$0.00,tt9272568
1827,273899,['Drama'],Stonewall,Stonewall,2015-09-18,4.831,63.0,77,"$13,500,000.00","$187,674.00",tt3018070
1828,463364,"['Thriller', 'Fantasy', 'Adventure', 'Fantasy']",The Isle,The Isle,2019-02-08,3.697,42.0,39,$0.00,$0.00,tt5075662
1829,411139,['Drama'],I'm Not Here,I'm Not Here,2019-03-08,4.325,64.0,19,$0.00,$0.00,tt5657712
1830,638605,['Comedy'],La boda de la abuela,Grandma's Wedding,2019-10-11,3.004,60.0,13,$0.00,$0.00,tt8022904
1831,427033,['Drama'],Dieses bescheuerte Herz,This Crazy Heart,2017-12-21,5.924,76.0,129,$0.00,$0.00,tt6175820
1832,503257,['Documentary'],Pick of the Litter,Pick of the Litter,2019-01-10,4.531,77.0,14,$0.00,$0.00,tt5644050
1833,301272,['Comedy'],Andiamo a quel paese,Andiamo a quel paese,2014-11-06,5.584,63.0,320,$0.00,$0.00,tt4065308
1834,540492,['Documentary'],Waiting For The Punchline,Waiting For The Punchline,2019-02-22,5.126,0.0,1,$0.00,$0.00,
1835,567646,"['Action', 'Comedy']",극한직업,Extreme Job,2019-01-23,3.597,72.0,43,"$8,120,000.00","$119,932,733.00",tt9541602
1836,586707,"['Science Fiction', 'Thriller']",Life Like,Life Like,2020-01-02,5.037,70.0,3,"$1,500,000.00",$0.00,tt6547786
1837,599795,['Horror'],Roh Fasik,Roh Fasik,2019-05-09,3.539,55.0,1,$0.00,$0.00,tt10262522
1838,521784,"['Action', 'Crime', 'History', 'Thriller', 'War']",حرب كرموز,Karmouz War,2018-06-15,3.337,66.0,11,$0.00,$0.00,tt8351882
1839,499722,"['Comedy', 'Drama', 'Romance']",Amoureux de ma femme,The Other Woman,2018-04-26,3.845,47.0,78,$0.00,$0.00,tt7654872
1840,603702,"['Thriller', 'TV Movie']",Staged Killer,Staged Killer,2019-06-25,4.475,35.0,2,"$240,000.00",$0.00,tt10048556
1841,609660,"['Comedy', 'TV Movie']",Adam Devine: Best Time of Our Lives,Adam Devine: Best Time of Our Lives,2019-06-17,5.411,63.0,14,$0.00,$0.00,tt10376844
1842,482712,['Drama'],L'Apparition,The Apparition,2018-02-14,4.951,63.0,75,"$10,072,516.00",$0.00,tt6559390
1843,612051,['Thriller'],Coyote Lake,Coyote Lake,2019-08-02,4.727,66.0,6,$0.00,$0.00,tt5117372
1844,626313,"['Romance', 'TV Movie']",A Christmas Love Story,A Christmas Love Story,2019-12-07,4.832,74.0,5,$0.00,$0.00,tt9747440
1845,638246,"['Comedy', 'Action']",3pol Trobol Huli Ka Balbon,3pol Trobol Huli Ka Balbon,2019-12-25,3.454,0.0,0,$0.00,$0.00,tt11531234
1846,580846,['Comedy'],Katherine Ryan: Glitter Room,Katherine Ryan: Glitter Room,2019-07-01,5.028,68.0,14,$0.00,$0.00,tt10438648
1847,486832,"['Drama', 'Horror', 'Thriller']",Them That Follow,Them That Follow,2019-08-02,5.726,61.0,17,$0.00,$0.00,tt7313348
1848,550134,['Action'],Attrition,Attrition,2018-09-24,7.408,48.0,18,$0.00,$0.00,tt5465970
1849,485162,['Drama'],En guerre,At War,2018-05-16,3.854,72.0,71,$0.00,$0.00,tt7555774
1850,614197,[],Criminal Audition,Criminal Audition,2019-04-02,5.382,40.0,1,$0.00,$0.00,tt4157712
1851,664561,['Horror'],Cruel Peter,Cruel Peter,2020-02-06,9.741,0.0,0,$0.00,$0.00,tt6051260
1852,430988,"['Action', 'Fantasy', 'Horror', 'Thriller']",Вурдалаки,Vamps,2017-02-22,3.41,49.0,19,$0.00,$0.00,tt6569546
1853,587870,"['Animation', 'Crime', 'Action']",LUPIN THE IIIRD 峰不二子の嘘,Lupin the Third: Fujiko Mine's Lie,2019-05-31,4.314,60.0,3,$0.00,$0.00,tt9900060
1854,496495,"['Action', 'Drama']",సై రా నరసింహ రెడ్డి,Sye Raa Narasimha Reddy,2019-10-02,4.616,62.0,10,$0.00,$0.00,tt7283064
1855,28520,"['Drama', 'Thriller', 'Romance']",Uncertainty,Uncertainty,2009-11-15,4.563,56.0,55,$0.00,$0.00,tt1086216
1856,564149,"['Action', 'Crime', 'Thriller']",Message Man,Message Man,2018-03-08,3.82,56.0,20,$0.00,$0.00,tt2787302
1857,373449,"['Action', 'Science Fiction']",2.0,2.0,2018-11-29,4.721,60.0,53,"$77,000,000.00","$114,629,169.00",tt5080556
1858,634452,"['Action', 'Thriller']",Art of Deception,Art of Deception,2019-10-08,5.739,43.0,4,$0.00,$0.00,tt1754316
1859,433419,"['Horror', 'Thriller']",The Hollow Child,The Hollow Child,2018-05-18,3.04,54.0,38,$0.00,$0.00,tt6464360
1860,629910,['Comedy'],#Jowable,#Jowable,2019-09-29,5.485,100.0,2,$0.00,$0.00,tt10850892
1861,510284,"['Horror', 'Mystery', 'Thriller']",Braid,Braid,2019-01-10,4.308,59.0,38,$0.00,$0.00,tt4638148
1862,656858,"['Drama', 'Thriller', 'Mystery', 'Action']",ഡ്രൈവിംഗ് ലൈസെൻസ്,Driving Licence,2019-12-20,3.833,73.0,12,"$704,334.00","$3,803,406.00",tt9264336
1863,485296,"['Adventure', 'Drama', 'History', 'War']",Redbad,Redbad,2018-06-28,4.861,57.0,44,"$8,155,000.00",$0.00,tt6155374
1864,336007,['Thriller'],Against the Clock,Against the Clock,2019-01-11,4.254,49.0,6,$0.00,$0.00,tt3813094
1865,621103,['Horror'],Pentagram,Pentagram,2019-08-08,4.164,63.0,3,$0.00,$0.00,tt7711764
1866,603447,"['Romance', 'TV Movie']",Wedding at Graceland,Wedding at Graceland,2019-06-01,4.698,78.0,8,$0.00,$0.00,tt9777092
1867,565326,['Comedy'],Before You Know It,Before You Know It,2019-08-30,3.991,75.0,2,$0.00,$0.00,tt8856090
1868,575351,"['Comedy', 'Drama', 'Romance']",കുമ്പളങ്ങി നൈറ്റ്‌സ്,Kumbalangi Nights,2019-02-07,5.157,80.0,27,$0.00,$0.00,tt8413338
1869,651724,['Documentary'],The Irishman: In Conversation,The Irishman: In Conversation,2019-11-27,5.584,79.0,38,$0.00,$0.00,tt11353562
1870,463158,"['Drama', 'TV Movie']",My Dinner with Hervé,My Dinner with Hervé,2018-10-20,6.221,67.0,55,$0.00,$0.00,tt1311076
1871,621914,"['Action', 'Science Fiction']",Arctic Apocalypse,Arctic Apocalypse,2019-09-03,4.934,48.0,4,$0.00,$0.00,tt10305328
1872,444400,"['Drama', 'Comedy']",Twarz,Mug,2018-03-08,5.336,66.0,30,$0.00,$0.00,tt6415416
1873,589023,['Documentary'],The Legend of Cocaine Island,The Legend of Cocaine Island,2018-04-20,3.99,69.0,25,$0.00,$0.00,tt8106596
1874,470894,"['Science Fiction', 'Thriller']",At First Light,At First Light,2018-10-05,3.56,59.0,55,$0.00,$0.00,tt5994166
1875,455842,"['Adventure', 'Animation', 'Family']",Elliot: The Littlest Reindeer,Elliot: The Littlest Reindeer,2018-11-08,4.525,57.0,20,$0.00,$0.00,tt4177856
1876,642661,['Comedy'],Arsenio Hall: Smart and Classy,Arsenio Hall: Smart and Classy,2019-10-29,4.431,65.0,6,$0.00,$0.00,tt10150694
1877,504585,"['Drama', 'Science Fiction']",Little Joe,Little Joe,2019-11-13,5.784,61.0,25,$0.00,$0.00,tt9204204
1878,509733,"['Adventure', 'Animation', 'Comedy', 'Family']",Die sagenhaften Vier,Spy Cat,2019-04-11,3.824,67.0,12,"$9,000,000.00","$3,882,729.00",tt5746054
1879,530157,"['Horror', 'Thriller']",Pledge,Pledge,2019-01-11,5.003,55.0,38,$0.00,$0.00,tt6220752
1880,601313,['Documentary'],I Am Durán,I Am Durán,2019-06-03,5.674,68.0,8,$0.00,$0.00,tt5533308
1881,649800,['Comedy'],Michelle Wolf: Joke Show,Michelle Wolf: Joke Show,2019-12-10,4.689,64.0,9,$0.00,$0.00,tt11269704
1882,500849,"['Crime', 'Drama']",La terra dell'abbastanza,Boys Cry,2018-06-07,5.995,70.0,94,$0.00,$0.00,tt6892446
1883,575198,['Comedy'],نادي الرجال السري,The Secret Men Club,2019-01-23,5.102,61.0,7,$0.00,"$64,000,000.00",tt9663702
1884,504969,['Drama'],Fauve,Fauve,2018-01-18,4.698,77.0,75,$0.00,$0.00,tt7467476
1885,582923,"['Crime', 'Drama']",La Fille au bracelet,The Girl with a Bracelet,2020-02-12,5.91,69.0,26,$0.00,$0.00,tt7766886
1886,566639,"['Drama', 'Horror']",Suicide by Sunlight,Suicide by Sunlight,2019-01-25,5.411,0.0,0,$0.00,$0.00,tt8385042
1887,548204,"['Action', 'Comedy', 'Crime', 'Thriller']",Danger One,Danger One,2018-09-14,4.058,53.0,18,$0.00,$0.00,tt6504538
1888,481117,"['Crime', 'Drama', 'History', 'Romance']",The Brawler,The Brawler,2019-01-18,2.854,50.0,6,$0.00,$0.00,tt5471472
1889,392476,['Adventure'],Die Vampirschwestern 3 -Reise nach Transsilvanien,Vampire Sisters 3: Journey to Transylvania,2016-12-08,3.815,65.0,33,$0.00,$0.00,tt5218346
1890,553608,"['Romance', 'Comedy']",Cinderela Pop,Cinderela Pop,2019-02-28,4.717,69.0,76,$0.00,$0.00,tt8716800
1891,597088,"['Drama', 'Romance']",და ჩვენ ვიცეკვეთ,And Then We Danced,2019-09-13,7.617,80.0,31,$0.00,"$416,167.00",tt8963708
1892,606018,"['Action', 'Drama']",AEW Double or Nothing: The Buy-In,AEW Double or Nothing: The Buy-In,2019-05-25,3.529,100.0,1,$0.00,$0.00,
1893,565740,['Drama'],Spiral Farm,Spiral Farm,2019-01-23,4.487,15.0,2,$0.00,$0.00,tt7365040
1894,657559,"['Action', 'Adventure', 'Family']",Adventure Force 5,Adventure Force 5,2019-12-19,4.373,63.0,3,$0.00,$0.00,tt11082512
1895,548292,['Adventure'],A World Away,A World Away,2019-11-29,4.632,65.0,2,$0.00,$0.00,tt4111956
1896,565386,['Drama'],The Last Tree,The Last Tree,2019-09-27,5.786,66.0,5,$0.00,$0.00,tt7802246
1897,617275,"['Drama', 'History']",Susi Susanti - Love All,Susi Susanti - Love All,2019-10-24,5.688,65.0,1,$0.00,$0.00,tt10394822
1898,480853,"['Drama', 'Mystery']",Nancy,Nancy,2018-06-08,3.841,59.0,36,$0.00,$0.00,tt6509058
1899,598824,['Drama'],The Guard of Auschwitz,The Guard of Auschwitz,2019-09-12,3.797,50.0,2,$0.00,$0.00,tt8123728
1900,611748,"['Comedy', 'Drama']",Housefull 4,Housefull 4,2019-10-25,4.999,72.0,27,$0.00,$0.00,tt7721946
1901,432985,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",銀魂,Gintama,2017-07-14,4.404,66.0,21,$0.00,$0.00,tt5805470
1902,573106,"['Horror', 'Mystery', 'Thriller']",Mata Batin 2,The 3rd Eye 2,2019-01-11,4.306,57.0,9,$0.00,$0.00,tt8890582
1903,506680,['Drama'],Unbroken: Path to Redemption,Unbroken: Path to Redemption,2018-09-14,5.338,68.0,38,$0.00,$0.00,tt7339792
1904,571798,['Mystery'],Ruby Herring Mysteries: Silent Witness,Ruby Herring Mysteries: Silent Witness,2019-01-20,5.072,78.0,4,$0.00,$0.00,tt9466236
1905,486898,"['Drama', 'Mystery']",地球最后的夜晚,Long Day's Journey Into Night,2018-10-07,6.382,72.0,54,"$13,000,000.00",$0.00,tt8185182
1906,524780,['Drama'],Koirat eivät käytä housuja,Dogs Don't Wear Pants,2019-11-01,4.278,70.0,7,"$1,650,000.00",$0.00,tt9074574
1907,555657,['Comedy'],Bajo el mismo techo,Bajo el mismo techo,2019-02-01,6.454,53.0,44,$0.00,$0.00,tt7853636
1908,604922,"['Romance', 'TV Movie']",Made for You with Love,Made for You with Love,2019-05-25,4.095,68.0,4,$0.00,$0.00,tt9760234
1909,493092,"['Documentary', 'Music']",Bad Reputation,Bad Reputation,2018-09-28,3.87,68.0,9,$0.00,$0.00,tt7525514
1910,607528,['Drama'],"Ser du månen, Daniel",Daniel,2019-08-29,4.835,74.0,7,$0.00,$0.00,tt9179230
1911,639699,['Documentary'],Oil in the Blood,Oil in the Blood,2019-10-14,5.502,60.0,1,$0.00,$0.00,tt8710502
1912,622951,['Drama'],陽光普照,A Sun,2019-10-25,4.415,75.0,13,$0.00,$0.00,tt10883506
1913,574152,"['Drama', 'TV Movie']",Death of a Cheerleader,Death of a Cheerleader,2019-02-02,4.215,67.0,7,$0.00,$0.00,tt9165642
1914,615916,"['Action', 'Horror']",The Mummy: Rebirth,The Mummy: Rebirth,2019-08-13,4.158,38.0,5,$0.00,$0.00,tt10378798
1915,606441,"['Science Fiction', 'TV Movie']",Monster Island,Monster Island,2019-06-01,5.38,24.0,5,$0.00,$0.00,tt10238788
1916,606462,['Mystery'],Mystery 101: Playing Dead,Mystery 101: Playing Dead,2019-06-23,5.162,84.0,9,$0.00,$0.00,tt10369966
1917,500921,"['Action', 'Mystery', 'Thriller', 'Science Fiction']",Between Worlds,Between Worlds,2018-12-21,4.861,41.0,48,$0.00,$0.00,tt7295450
1918,539364,['Horror'],Satanic Panic,Satanic Panic,2019-05-31,5.064,50.0,31,$0.00,$0.00,tt8510350
1919,550023,"['Romance', 'TV Movie']",Christmas at the Palace,Christmas at the Palace,2018-11-22,3.988,66.0,34,$0.00,$0.00,tt9033632
1920,493014,['Documentary'],Generation Wealth,Generation Wealth,2018-07-20,4.983,70.0,32,$0.00,$0.00,tt5268348
1921,575561,['Drama'],O que arde,Fire Will Come,2019-09-04,5.081,70.0,18,$0.00,$0.00,tt8212958
1922,492716,['Drama'],Bittersweet Symphony,Bittersweet Symphony,2019-06-28,5.216,50.0,4,$0.00,$0.00,tt7561364
1923,554814,['Comedy'],翔んで埼玉,Fly Me to the Saitama,2019-02-22,4.748,81.0,5,$0.00,$0.00,tt8860946
1924,614205,"['Horror', 'Science Fiction', 'Thriller']",Dark Light,Dark Light,2019-08-25,4.991,42.0,8,$0.00,$0.00,tt9135260
1925,467076,['Thriller'],Rapid Eye Movement,Rapid Eye Movement,2020-01-04,4.147,68.0,2,$0.00,$0.00,tt4857806
1926,346666,['Drama'],The Pretenders,The Pretenders,2019-09-27,3.048,50.0,1,$0.00,$0.00,tt2825596
1927,204435,"['Action', 'Science Fiction']",कृष ३,Krrish 3,2013-11-01,6.325,52.0,76,"$6,218,100.00",$0.00,tt1029231
1928,426034,"['Fantasy', 'Thriller']",The Changeover,The Changeover,2017-09-28,2.807,56.0,16,$0.00,$0.00,tt5699060
1929,643434,[],Hellcome Home,Hellcome Home,2019-10-30,4.548,0.0,0,$0.00,$0.00,
1930,498448,"['Action', 'Drama', 'History']",केसरी,Kesari,2019-03-21,4.025,74.0,39,$0.00,$0.00,tt6264938
1931,594634,"['Drama', 'Romance']",Dem Horizont so nah,Close to the Horizon,2019-10-10,3.891,72.0,28,$0.00,$0.00,tt9179974
1932,532903,['Comedy'],After Class,After Class,2019-12-06,4.125,60.0,1,$0.00,$0.00,tt7187768
1933,291867,"['Comedy', 'Drama']",Zeroville,Zeroville,2019-09-19,5.234,48.0,16,"$6,000,000.00",$0.00,tt1881109
1934,1802,"['Drama', 'Thriller']",La Cérémonie,La Ceremonie,1995-08-30,4.147,73.0,107,$0.00,"$10,882,920.00",tt0112769
1935,642738,['Comedy'],Iliza Shlesinger: Unveiled,Iliza Shlesinger: Unveiled,2019-11-19,5.53,71.0,12,$0.00,$0.00,tt11163008
1936,481847,"['Documentary', 'TV Movie']",I Am Elizabeth Smart,I Am Elizabeth Smart,2017-11-18,4.38,70.0,21,$0.00,$0.00,tt7492998
1937,467433,['Drama'],A Question of Faith,A Question of Faith,2017-09-29,4.44,74.0,30,$0.00,"$2,587,072.00",tt6054650
1938,608654,"['Comedy', 'Horror', 'Science Fiction', 'Thriller']",The Banana Splits Movie,The Banana Splits Movie,2019-08-26,6.766,58.0,35,$0.00,$0.00,tt9831136
1939,474214,['Action'],Trading Paint,Trading Paint,2019-02-22,4.813,49.0,37,$0.00,$0.00,tt7052494
1940,626309,"['Romance', 'TV Movie']",Christmas at Dollywood,Christmas at Dollywood,2019-12-08,4.406,78.0,5,$0.00,$0.00,tt10627564
1941,655397,"['Romance', 'TV Movie']",Christmas Wedding Runaway,Christmas Wedding Runaway,2019-12-22,3.488,40.0,1,$0.00,$0.00,tt10118110
1942,365240,['Romance'],Cruise,Cruise,2018-09-28,4.576,59.0,44,$0.00,$0.00,tt5034122
1943,597202,"['Comedy', 'Drama']",Benjamin,Benjamin,2019-04-23,3.404,53.0,6,$0.00,$0.00,tt5740868
1944,569133,"['Action', 'Crime', 'Drama']",Kobiety mafii 2,Kobiety mafii 2,2019-02-22,6.091,52.0,21,$0.00,$0.00,tt8858420
1945,478528,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",Beyond The Sky,Beyond The Sky,2018-09-21,5.601,51.0,29,"$1,500,000.00",$0.00,tt3665498
1946,620778,['Comedy'],Jim Gaffigan: Quality Time,Jim Gaffigan: Quality Time,2019-08-16,3.971,70.0,13,$0.00,$0.00,tt9657544
1947,545377,"['Romance', 'Drama']",A Mero Hajur 3,A Mero Hajur 3,2019-04-12,5.978,0.0,0,$0.00,$0.00,tt8475990
1948,516788,['Comedy'],Il tuttofare,Il tuttofare,2018-04-19,4.5,63.0,87,$0.00,$0.00,tt7667558
1949,569485,['Comedy'],Skin,Skin,2018-08-18,4.361,68.0,44,$0.00,$0.00,tt7332306
1950,469651,['Drama'],Hva vil folk si,What Will People Say,2017-10-06,5.234,78.0,94,$0.00,$0.00,tt7213936
1951,433694,"['Adventure', 'Animation', 'History', 'Family', 'War']",Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,2018-04-13,4.311,65.0,25,"$25,000,000.00",$0.00,tt5314190
1952,556271,"['Drama', 'Romance']",कलंक,Kalank,2019-04-17,4.73,55.0,26,$0.00,$0.00,tt6988116
1953,622045,"['Comedy', 'Drama']",American Bistro,American Bistro,2019-08-13,3.759,63.0,4,$0.00,$0.00,tt2585736
1954,455605,['Horror'],Heilstätten,Heilstätten,2018-02-22,4.628,47.0,81,$0.00,$0.00,tt7214470
1955,638241,"['Comedy', 'Family']","The Mall, The Merrier","The Mall, The Merrier",2019-12-25,5.539,0.0,0,$0.00,$0.00,tt10619522
1956,510242,"['Animation', 'Science Fiction', 'Crime']",PSYCHO-PASS サイコパス Sinners of the System Case.1「罪と罰」,Psycho-Pass: Sinners of the System -  Case.1 Crime and Punishment,2019-01-25,4.74,70.0,6,$0.00,$0.00,tt10443844
1957,508422,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",ペンギン・ハイウェイ,Penguin Highway,2018-08-17,3.878,74.0,55,$0.00,$0.00,tt8076344
1958,596767,['Horror'],Recovery,Recovery,2019-06-04,4.952,35.0,10,$0.00,$0.00,tt5473124
